pair_id,cod_classe,cod_assunto,classe,assunto,n_2020,n_2024,n_total,family_micro,fam_subst13,fam_subst11,fam_theme9,fam_theme7,fam_triad3,fam_fine8,fam_fine7,fam_fine7_archive,fam_fine7_literal
1311,1727,12634,PETIÇÃO CRIMINAL,Apropriação Indébita Eleitoral,1,4,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1901,11541,12366,REPRESENTAÇÃO,Execução - Cumprimento de Sentença,1,4,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1404,241,,PETIÇÃO CÍVEL,Autuação e Processamento,5,0,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2505,12135,11723,TUTELA ANTECIPADA ANTECEDENTE,Propaganda Política - Propaganda Institucional,3,2,5,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,abuse
2500,12135,11676,TUTELA ANTECIPADA ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Invasão de Horário Destinado a Outro Cargo/Partido/Coligação,4,1,5,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1841,11532,11604,REGISTRO DE CANDIDATURA,Inelegibilidade - Rejeição de Contas Públicas,4,1,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,eligibility
1698,1733,3572,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Desobediência,0,5,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2497,12135,12638,TUTELA ANTECIPADA ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Impulsionamento,5,0,5,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1309,1727,3402,PETIÇÃO CRIMINAL,Ameaça,2,3,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
177,11528,15056,AÇÃO PENAL ELEITORAL,Acordo de Não Persecução Penal,5,0,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1322,1727,12588,PETIÇÃO CRIMINAL,Crimes Conexos,4,1,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2504,12135,11675,TUTELA ANTECIPADA ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Televisão,4,1,5,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2506,12135,11773,TUTELA ANTECIPADA ANTECEDENTE,Propaganda Política - Propaganda Partidária,5,0,5,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1251,309,11778,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Requerimento,5,0,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1164,12561,,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,NI,5,0,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1213,309,3402,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Ameaça,0,5,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1218,309,10914,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Busca e Apreensão de Bens,4,1,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1887,11541,15405,REPRESENTAÇÃO,Desinformação sobre a Integridade do Processo Eleitoral,0,5,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
1499,241,11763,PETIÇÃO CÍVEL,Incorporação de Partidos Políticos,2,3,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2542,12134,11592,TUTELA CAUTELAR ANTECEDENTE,Condição de Elegibilidade - Quitação Eleitoral,2,3,5,candidacy_challenge,candidacy_challenge,candidacy_challenge,candidacy,candidacy,strategic_attack,eligibility,eligibility,eligibility,eligibility
1502,241,11597,PETIÇÃO CÍVEL,Inelegibilidade - Analfabetismo,4,1,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,eligibility
2512,12135,12598,TUTELA ANTECIPADA ANTECEDENTE,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,3,2,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1287,310,11778,PEDIDO DE QUEBRA DE SIGILO DE DADOS E/OU TELEFÔNICO,Requerimento,5,0,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1520,241,11431,PETIÇÃO CÍVEL,Intervenção Indevida de Autoridade Junto à Mesa Receptora,1,4,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2487,12135,11663,TUTELA ANTECIPADA ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal,3,2,5,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
804,228,11778,EXIBIÇÃO DE DOCUMENTO OU COISA CÍVEL,Requerimento,2,3,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1019,279,3386,INQUÉRITO POLICIAL,Leve,1,4,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1021,279,,INQUÉRITO POLICIAL,NI,3,2,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
798,1116,11730,EXECUÇÃO FISCAL,Execução - De Astreintes,4,1,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1025,279,11478,INQUÉRITO POLICIAL,Obtenção de Acesso a Sistema de Dados Eleitorais,3,2,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1031,279,3548,INQUÉRITO POLICIAL,Peculato,3,2,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1036,279,11442,INQUÉRITO POLICIAL,Perturbação ou Impedimento de Alistamento,1,4,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
781,12729,11449,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Recusa ou Abandono do Serviço Eleitoral,3,2,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1040,279,11500,INQUÉRITO POLICIAL,"Prisão ou Detenção do Eleitor, Membro de Mesa Receptora, Fiscal, Delegado de Partido ou Candidato, Fora das Hipóteses Legais Permitidas",5,0,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
1042,279,12334,INQUÉRITO POLICIAL,"Promoção, constituição, financiamento ou integração de Organização Criminosa",0,5,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
762,12729,3397,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Injúria,1,4,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
2355,278,11473,TERMO CIRCUNSTANCIADO,Falsidade Ideológica,5,0,5,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,vote_crime
450,11955,10609,CAUTELAR INOMINADA CRIMINAL,Quebra do Sigilo Telefônico,5,0,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1047,279,12635,INQUÉRITO POLICIAL,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,4,1,5,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,propaganda
2183,12630,14225,REPRESENTAÇÃO ESPECIAL,Apuração de indícios de irregularidades informados pela Administração Pública,0,5,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1051,279,10822,INQUÉRITO POLICIAL,Publicação de pesquisa irregular,2,3,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2447,12135,11724,TUTELA ANTECIPADA ANTECEDENTE,Diplomação,3,2,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2595,12134,11675,TUTELA CAUTELAR ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Televisão,2,3,5,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2365,278,3515,TERMO CIRCUNSTANCIADO,Infração de Medida Sanitária Preventiva,5,0,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
830,307,11501,HABEAS CORPUS CRIMINAL,Corrupção Eleitoral,1,4,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1069,279,3539,INQUÉRITO POLICIAL,Uso de documento falso,1,4,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2436,12135,11750,TUTELA ANTECIPADA ANTECEDENTE,Coligação Partidária - Majoritária,2,3,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
937,279,11430,INQUÉRITO POLICIAL,Crimes contra a Organização Administrativa da Justiça Eleitoral,4,1,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
942,279,11517,INQUÉRITO POLICIAL,Crimes contra os Partidos Políticos,0,5,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1581,241,11677,PETIÇÃO CÍVEL,Propaganda Política - Propaganda Eleitoral - Imprensa Escrita - Jornal/Revista/Tabloide,4,1,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
915,279,,INQUÉRITO POLICIAL,Coação no curso do processo,0,5,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
909,279,11633,INQUÉRITO POLICIAL,Cargo - Prefeito,5,0,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
400,11955,11484,CAUTELAR INOMINADA CRIMINAL,Calúnia na Propaganda Eleitoral,1,4,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
402,11955,10751,CAUTELAR INOMINADA CRIMINAL,Captação ilícita de votos ou corrupção eleitoral,5,0,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
2407,278,11451,TERMO CIRCUNSTANCIADO,Utilização de Prédios ou Serviços de Repartições Públicas para Beneficiar Partido ou Organização de Caráter Político,2,3,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
406,11955,11738,CAUTELAR INOMINADA CRIMINAL,Cautelar Inominada - Preparatória,5,0,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2019,272,,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Cor,1,4,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2406,278,11491,TERMO CIRCUNSTANCIADO,Utilização de Organização Comercial para Propaganda ou Aliciamento de Eleitores,3,2,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,speech_crime
2402,278,11512,TERMO CIRCUNSTANCIADO,Uso Proibido de Alto-Falantes,4,1,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
29,11530,,APURAÇÃO DE ELEIÇÃO,Impugnação - Reclamação à Ata Geral de Eleição,0,5,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2070,272,,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Etnia,0,5,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
859,12556,11724,IMPUGNAÇÃO PERANTE AS JUNTAS ELEITORAIS,Diplomação,4,1,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2085,272,10753,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Falso eleitoral,5,0,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2087,272,10952,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Fato Atípico,1,4,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2596,12134,11723,TUTELA CAUTELAR ANTECEDENTE,Propaganda Política - Propaganda Institucional,3,2,5,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,abuse
2143,272,12340,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Provocação de tumulto ou conduta inconveniente,3,2,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
546,156,11650,CUMPRIMENTO DE SENTENÇA,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro,3,2,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,pesquisa
650,172,11778,EMBARGOS À EXECUÇÃO,Requerimento,5,0,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2223,12630,11716,REPRESENTAÇÃO ESPECIAL,Transgressões Eleitorais,0,5,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,abuse
1079,279,15154,INQUÉRITO POLICIAL,Violência Política,1,4,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2476,12135,12069,TUTELA ANTECIPADA ANTECEDENTE,Prestação de Contas - de Partido Político,5,0,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2484,12135,11660,TUTELA ANTECIPADA ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Boca de Urna,1,4,5,prop_timing,prop_timing,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
596,12551,12360,DESCARTE DE MATERIAL,Matéria Administrativa,5,0,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
534,156,11642,CUMPRIMENTO DE SENTENÇA,Eleições - 1° Turno,5,0,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
548,156,12045,CUMPRIMENTO DE SENTENÇA,Prestação de Contas,5,0,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
302,11528,11496,AÇÃO PENAL ELEITORAL,"Uso, na Propaganda Eleitoral, de Símbolo de Órgãos de Governo",3,2,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,speech_crime
2475,12135,12048,TUTELA ANTECIPADA ANTECEDENTE,Prestação de Contas - De Exercício Financeiro,1,4,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
610,12625,11654,DIREITO DE RESPOSTA,Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som,4,1,5,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
605,12625,11646,DIREITO DE RESPOSTA,Eleições - Eleição Proporcional,2,3,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2598,12134,12044,TUTELA CAUTELAR ANTECEDENTE,Registro de Candidatura - DRAP Partido/Coligação,3,2,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
308,11528,11509,AÇÃO PENAL ELEITORAL,Violação do Sigilo da Urna ou dos Invólucros,4,1,5,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
2285,11546,12605,REVISÃO DE ELEITORADO,Revisão de Eleitorado - Depuração de Cadastro,2,3,5,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2251,326,10914,RESTITUIÇÃO DE COISAS APREENDIDAS,Busca e Apreensão de Bens,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1800,12557,11578,RECURSO/IMPUGNAÇÃO DE ALISTAMENTO ELEITORAL,Alistamento Eleitoral - Exclusão,3,1,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1450,241,11454,PETIÇÃO CÍVEL,Desatendimento à Requisição de Veículo ou Embarcação,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1593,241,11771,PETIÇÃO CÍVEL,Propaganda Política - Propaganda Intrapartidária,0,4,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
2078,272,3536,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Falsidade material de atestado ou certidão,1,3,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2247,326,11470,RESTITUIÇÃO DE COISAS APREENDIDAS,Alteração do Resultado de Votação nos Mapas ou Boletins de Apuração,2,2,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1688,1733,12588,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Crimes Conexos,4,0,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1668,1733,15056,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Acordo de Não Persecução Penal,0,4,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2293,14208,11684,SUSPENSÃO DE ÓRGÃO PARTIDÁRIO,Recursos Financeiros de Campanha Eleitoral,1,3,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2089,272,3416,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Furto,3,1,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1670,1733,10752,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Aliciamento eleitoral,4,0,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
421,11955,3396,CAUTELAR INOMINADA CRIMINAL,Difamação,2,2,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1804,12557,11428,RECURSO/IMPUGNAÇÃO DE ALISTAMENTO ELEITORAL,DIREITO ELEITORAL,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1313,1727,10755,PETIÇÃO CRIMINAL,Boca de urna,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1586,241,11681,PETIÇÃO CÍVEL,Propaganda Política - Propaganda Eleitoral - Outdoors,2,2,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
407,11955,11502,CAUTELAR INOMINADA CRIMINAL,Coação Visando a Obtenção de Voto ou a sua Abstenção,0,4,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
926,279,3568,INQUÉRITO POLICIAL,Corrupção ativa,2,2,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
925,279,10991,INQUÉRITO POLICIAL,Corrupção Praticada por Prefeitos e Vereadores,1,3,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
391,11955,3402,CAUTELAR INOMINADA CRIMINAL,Ameaça,2,2,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2045,272,11466,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Dano a Equipamento Eleitoral,0,4,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
920,279,3401,INQUÉRITO POLICIAL,Constrangimento ilegal,1,3,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
550,156,12047,CUMPRIMENTO DE SENTENÇA,Prestação de Contas - De Comitê Financeiro,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
551,156,12048,CUMPRIMENTO DE SENTENÇA,Prestação de Contas - De Exercício Financeiro,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2414,278,11507,TERMO CIRCUNSTANCIADO,Votação Múltipla ou Realizada em Lugar de Outrem,4,0,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
2267,326,11452,RESTITUIÇÃO DE COISAS APREENDIDAS,Desobediência a Ordens ou Instruções da Justiça Eleitoral,3,1,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
566,156,11665,CUMPRIMENTO DE SENTENÇA,Propaganda Política - Propaganda Eleitoral - Contrariedade à Lei de Postura Municipal,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
1302,12562,12048,PET-ADM,Prestação de Contas - De Exercício Financeiro,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2279,326,,RESTITUIÇÃO DE COISAS APREENDIDAS,Perda de Bens e Valores,2,2,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
897,279,3436,INQUÉRITO POLICIAL,Apropriação indébita,4,0,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1636,241,11509,PETIÇÃO CÍVEL,Violação do Sigilo da Urna ou dos Invólucros,3,1,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
2098,272,11439,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Induzimento à Inscrição de Eleitor em Infração às Normas Legais,2,2,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2097,272,5869,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Incitação ao Crime,3,1,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1368,1727,11443,PETIÇÃO CRIMINAL,Promoção de Desordem nos Trabalhos Eleitorais,2,2,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1353,1727,11490,PETIÇÃO CRIMINAL,Impedimento do Exercício da Propaganda,0,4,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1354,1727,11499,PETIÇÃO CRIMINAL,Impedimento ou Embaraço ao Exercício do Sufrágio,0,4,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
659,386,10755,EXECUÇÃO DA PENA,Boca de urna,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
673,386,3396,EXECUÇÃO DA PENA,Difamação,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1412,241,12062,PETIÇÃO CÍVEL,Captação ou Gasto Ilícito de Recursos Financeiros de Campanha Eleitoral,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,abuse
2594,12134,11673,TUTELA CAUTELAR ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Rádio,1,3,4,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
674,386,11486,EXECUÇÃO DA PENA,Difamação na Propaganda Eleitoral,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
2211,12630,11658,REPRESENTAÇÃO ESPECIAL,Propaganda Política - Propaganda Eleitoral - Bem Público,4,0,4,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1425,241,11783,PETIÇÃO CÍVEL,Citação,3,1,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
107,11526,11559,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,Improbidade Administrativa,4,0,4,abuse_political,abuse_political,abuse_political,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,drop
1429,241,11504,PETIÇÃO CÍVEL,Concentração de Eleitores para Embaraçar ou Fraudar o Exercício do Voto,1,3,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
686,386,3515,EXECUÇÃO DA PENA,Infração de Medida Sanitária Preventiva,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
687,386,11487,EXECUÇÃO DA PENA,Injúria na Propaganda Eleitoral,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
2185,12630,,REPRESENTAÇÃO ESPECIAL,"Auxílio Emergencial (Lei 13,982/2020)",3,1,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
100,11526,11589,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,Condição de Elegibilidade - Filiação Partidária,4,0,4,candidacy_challenge,candidacy_challenge,candidacy_challenge,candidacy,candidacy,strategic_attack,eligibility,eligibility,eligibility,eligibility
688,386,11438,EXECUÇÃO DA PENA,Inscrição Fraudulenta,3,1,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
704,386,11475,EXECUÇÃO DA PENA,Uso de Documento Falso para Fins Eleitorais,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1527,241,12360,PETIÇÃO CÍVEL,Matéria Administrativa,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
98,11526,11586,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,Condição de Elegibilidade - Alistamento Eleitoral,4,0,4,candidacy_challenge,candidacy_challenge,candidacy_challenge,candidacy,candidacy,strategic_attack,eligibility,eligibility,eligibility,eligibility
2037,272,,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Crimes de Abuso de Autoridade,0,4,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
120,11526,11778,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,Requerimento,3,1,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2540,12134,11589,TUTELA CAUTELAR ANTECEDENTE,Condição de Elegibilidade - Filiação Partidária,2,2,4,candidacy_challenge,candidacy_challenge,candidacy_challenge,candidacy,candidacy,strategic_attack,eligibility,eligibility,eligibility,eligibility
2564,12134,11650,TUTELA CAUTELAR ANTECEDENTE,Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro,4,0,4,electoral_polls,electoral_polls,electoral_polls,electoral_polls,electoral_polls,information_env,pesquisa,pesquisa,pesquisa,pesquisa
2379,278,11445,TERMO CIRCUNSTANCIADO,"Ocultação, Sonegação ou Recusa de Fornecimento de Utilidades, Alimentos e Transporte no Dia da Eleição",3,1,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2597,12134,11773,TUTELA CAUTELAR ANTECEDENTE,Propaganda Política - Propaganda Partidária,4,0,4,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
435,11955,11499,CAUTELAR INOMINADA CRIMINAL,Impedimento ou Embaraço ao Exercício do Sufrágio,0,4,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
805,12554,11575,FILIAÇÃO PARTIDÁRIA,Alistamento Eleitoral - Cancelamento,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2297,278,10614,TERMO CIRCUNSTANCIADO,Abolitio Criminis,4,0,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1379,1727,11509,PETIÇÃO CRIMINAL,Violação do Sigilo da Urna ou dos Invólucros,0,4,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
622,12625,11668,DIREITO DE RESPOSTA,Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos,3,1,4,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
