pair_id,cod_classe,cod_assunto,classe,assunto,n_2020,n_2024,n_total,family_micro,fam_subst13,fam_subst11,fam_theme9,fam_theme7,fam_triad3,fam_fine8,fam_fine7,fam_fine7_archive,fam_fine7_literal
1697,1733,11455,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Descumprimento da Proibição de Fornecimento de Transporte ou Refeições a Eleitores,2,2,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2135,272,11652,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Propaganda Política - Propaganda Eleitoral,0,4,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,propaganda
1725,1733,3397,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Injúria,0,4,4,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,speech_crime
499,12121,12334,COMUNICADO DE MANDADO DE PRISÃO,"Promoção, constituição, financiamento ou integração de Organização Criminosa",0,4,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2538,12134,11751,TUTELA CAUTELAR ANTECEDENTE,Coligação Partidária - Majoritária e Proporcional,3,1,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
135,11527,11586,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,Condição de Elegibilidade - Alistamento Eleitoral,1,3,4,candidacy_challenge,candidacy_challenge,candidacy_challenge,candidacy,candidacy,strategic_attack,eligibility,eligibility,eligibility,eligibility
2225,12633,12600,REQUERIMENTO DE REGULARIZAÇÃO DE OMISSÃO DE PRESTAÇÃO DE CONTAS ELEITORAIS,Candidato Eleito,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1392,241,11577,PETIÇÃO CÍVEL,Alistamento Eleitoral - Duplicidade/Pluralidade,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2364,278,11439,TERMO CIRCUNSTANCIADO,Induzimento à Inscrição de Eleitor em Infração às Normas Legais,2,2,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2041,272,11428,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,DIREITO ELEITORAL,4,0,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1033,279,14941,INQUÉRITO POLICIAL,Percentual de Gênero,0,4,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1254,309,11503,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Violência ou Grave Ameaça Visando a Obtenção de Voto ou a sua Abstenção,2,2,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1004,279,3515,INQUÉRITO POLICIAL,Infração de Medida Sanitária Preventiva,4,0,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1898,11541,11645,REPRESENTAÇÃO,Eleições - Eleição Majoritária,2,2,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2589,12134,11678,TUTELA CAUTELAR ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal,3,1,4,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
1166,12561,11495,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,Pesquisa Fraudulenta,0,4,4,electoral_polls,electoral_polls,electoral_polls,electoral_polls,electoral_polls,information_env,pesquisa,pesquisa,pesquisa,speech_crime
2455,12135,11758,TUTELA ANTECIPADA ANTECEDENTE,Filiação Partidária - Exclusão,0,4,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2514,12135,12585,TUTELA ANTECIPADA ANTECEDENTE,Reversão de Desfiliação,0,4,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2012,272,3577,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Comunicação falsa de crime ou de contravenção,2,2,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
298,11528,12731,AÇÃO PENAL ELEITORAL,Transação Penal,3,1,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
301,11528,3539,AÇÃO PENAL ELEITORAL,Uso de documento falso,4,0,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2446,12135,11722,TUTELA ANTECIPADA ANTECEDENTE,Corrupção ou Fraude,2,2,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,abuse
236,11528,10820,AÇÃO PENAL ELEITORAL,Divulgação de pesquisa de fraudulenta,4,0,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
977,279,3542,INQUÉRITO POLICIAL,Falsa identidade,0,4,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2021,272,10991,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Corrupção Praticada por Prefeitos e Vereadores,1,3,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2496,12135,11677,TUTELA ANTECIPADA ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Imprensa Escrita - Jornal/Revista/Tabloide,2,2,4,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
982,279,3531,INQUÉRITO POLICIAL,Falsificação de documento público,2,2,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1967,11541,12599,REPRESENTAÇÃO,Requerimento de Acesso ao Sistema Interno de Controle e Dados de Pesquisas Eleitorais,3,1,4,electoral_polls,electoral_polls,electoral_polls,electoral_polls,electoral_polls,information_env,pesquisa,pesquisa,pesquisa,drop
1060,279,11498,INQUÉRITO POLICIAL,Retenção de Título Eleitoral ou do Comprovante de Alistamento Eleitoral,2,2,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
983,279,10816,INQUÉRITO POLICIAL,Falsificação de documento público para fins eleitorais,4,0,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
990,279,,INQUÉRITO POLICIAL,Fraude processual,1,3,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
226,11528,3572,AÇÃO PENAL ELEITORAL,Desobediência,3,1,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1070,279,10823,INQUÉRITO POLICIAL,Uso de símbolos governamentais em propaganda eleitoral,4,0,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,propaganda
219,11528,3633,AÇÃO PENAL ELEITORAL,Crimes do Sistema Nacional de Armas,1,3,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2518,12134,11717,TUTELA CAUTELAR ANTECEDENTE,Abuso,0,4,4,abuse_political,abuse_political,abuse_political,abuse_power,abuse_power,strategic_attack,abuse,abuse,abuse,abuse
1029,279,11493,INQUÉRITO POLICIAL,Participação de Pessoa Não Detentora de Direitos Políticos em Atividades Partidárias e de Propaganda Eleitoral,3,1,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,speech_crime
2437,12135,11751,TUTELA ANTECIPADA ANTECEDENTE,Coligação Partidária - Majoritária e Proporcional,3,1,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
274,11528,11464,AÇÃO PENAL ELEITORAL,Obstamento do Transporte e Fornecimento de Alimentos a Eleitores pela Justiça Eleitoral,1,3,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1113,120,12965,MANDADO DE SEGURANÇA CÍVEL,Conflito de Competência,2,2,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1835,11532,11597,REGISTRO DE CANDIDATURA,Inelegibilidade - Analfabetismo,3,1,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,eligibility
1039,279,7929,INQUÉRITO POLICIAL,Prisão em flagrante,4,0,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
247,11528,10816,AÇÃO PENAL ELEITORAL,Falsificação de documento público para fins eleitorais,0,4,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2509,12135,11618,TUTELA ANTECIPADA ANTECEDENTE,Registro de Candidatura - RRC - Candidato,4,0,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
172,11527,11684,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,Recursos Financeiros de Campanha Eleitoral,0,4,4,campaign_finance,campaign_finance,campaign_finance,campaign_finance,campaign_finance,strategic_attack,abuse,abuse,abuse,drop
1212,309,11470,PEDIDO DE BUSCA E APREENSÃO CRIMINAL,Alteração do Resultado de Votação nos Mapas ou Boletins de Apuração,0,4,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1979,272,10614,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Abolitio Criminis,3,1,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
263,11528,11519,AÇÃO PENAL ELEITORAL,Inscrição Simultânea em Dois ou Mais Partidos,4,0,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1973,11541,11774,REPRESENTAÇÃO,Veiculação,0,4,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
256,11528,11439,AÇÃO PENAL ELEITORAL,Induzimento à Inscrição de Eleitor em Infração às Normas Legais,0,4,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
947,279,,INQUÉRITO POLICIAL,Crimes relacionados à Comissão Parlamentar de Inquérito,4,0,4,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2418,12135,11714,TUTELA ANTECIPADA ANTECEDENTE,Apuração/Totalização de Votos,2,2,4,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1054,279,11449,INQUÉRITO POLICIAL,Recusa ou Abandono do Serviço Eleitoral,2,1,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
475,12121,10752,COMUNICADO DE MANDADO DE PRISÃO,Aliciamento eleitoral,3,0,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1207,12561,12644,NOTÍCIA DE IRREGULARIDADE EM PROPAGANDA ELEITORAL,Requerimentos Relativos ao Horário Eleitoral Gratuito,2,1,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
736,12729,3573,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Desacato,1,2,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2501,12135,11681,TUTELA ANTECIPADA ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Outdoors,0,3,3,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2193,12630,11640,REPRESENTAÇÃO ESPECIAL,Cargo - Vice-Prefeito,1,2,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
2336,278,11466,TERMO CIRCUNSTANCIADO,Dano a Equipamento Eleitoral,3,0,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
478,12121,10755,COMUNICADO DE MANDADO DE PRISÃO,Boca de urna,3,0,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
314,11528,11507,AÇÃO PENAL ELEITORAL,Votação Múltipla ou Realizada em Lugar de Outrem,2,1,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
693,386,,EXECUÇÃO DA PENA,Pena Restritiva de Direitos,3,0,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
216,11528,,AÇÃO PENAL ELEITORAL,"Crimes de ""Lavagem"" ou Ocultação de Bens, Direitos ou Valores",1,2,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1411,241,11584,PETIÇÃO CÍVEL,Candidatos,0,3,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1895,11541,11701,REPRESENTAÇÃO,Doação de Recursos Acima do Limite Legal - Pessoa Jurídica,0,3,3,campaign_finance,campaign_finance,campaign_finance,campaign_finance,campaign_finance,strategic_attack,abuse,abuse,abuse,drop
2454,12135,11757,TUTELA ANTECIPADA ANTECEDENTE,Filiação Partidária - Coexistência,0,3,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1061,279,12544,INQUÉRITO POLICIAL,Simples,1,2,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
760,12729,11499,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Impedimento ou Embaraço ao Exercício do Sufrágio,1,2,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
707,12729,11470,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Alteração do Resultado de Votação nos Mapas ou Boletins de Apuração,2,1,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
207,11528,3568,AÇÃO PENAL ELEITORAL,Corrupção ativa,3,0,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
734,12729,15020,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Denunciação Caluniosa para Fins Eleitorais,0,3,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
458,12550,,COMPOSIÇÃO DE MESA RECEPTORA,"Auxílio Emergencial (Lei 13,982/2020)",2,1,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1048,279,12637,INQUÉRITO POLICIAL,Propaganda Política - Propaganda Eleitoral - Redes Sociais,3,0,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,propaganda
748,12729,10820,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Divulgação de pesquisa de fraudulenta,3,0,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
204,11528,,AÇÃO PENAL ELEITORAL,Cor,0,3,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2179,272,11434,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Votação de Eleitor na Seção Eleitoral na qual Não Está Inscrito ou Autorizado a Votar,3,0,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1427,241,11520,PETIÇÃO CÍVEL,Coleta de Assinatura em Mais de Uma Ficha de Registro Partidário,2,1,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1977,272,3561,REPRESENTAÇÃO CRIMINAL/NOTÍCIA DE CRIME,Abandono de função,2,1,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
114,11526,11603,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,Inelegibilidade - Reeleição,3,0,3,candidacy_challenge,candidacy_challenge,candidacy_challenge,candidacy,candidacy,strategic_attack,eligibility,eligibility,eligibility,eligibility
1716,1733,10753,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Falso eleitoral,3,0,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1049,279,12340,INQUÉRITO POLICIAL,Provocação de tumulto ou conduta inconveniente,1,2,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
728,12729,11467,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Crimes contra a Fé Pública Eleitoral,1,2,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
726,12729,3568,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Corrupção ativa,1,2,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
105,11526,11642,AÇÃO DE IMPUGNAÇÃO DE MANDATO ELETIVO,Eleições - 1° Turno,1,2,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
1050,279,11433,INQUÉRITO POLICIAL,Práticas Irregulares que Determinam a Anulação da Votação,1,2,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
1710,1733,11473,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Falsidade ideológica,0,3,3,crime_speech,crime_speech,crime_speech,crime_speech,criminal,criminal,speech_crime,speech_crime,speech_crime,vote_crime
716,12729,11494,EXECUÇÃO DE MEDIDAS ALTERNATIVAS NO JUÍZO COMUM,Autorização de Transmissão de Pessoa Não Detentora de Direitos Políticos em Atividades Partidárias e de Propaganda Eleitoral,2,1,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,speech_crime
1607,241,11624,PETIÇÃO CÍVEL,Registro de Candidatura - Substituição de Candidato - Por Falecimento,2,1,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
170,11527,11723,AÇÃO DE INVESTIGAÇÃO JUDICIAL ELEITORAL,Propaganda Política - Propaganda Institucional,0,3,3,prop_regulatory,prop_regulatory,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,abuse
304,11528,11491,AÇÃO PENAL ELEITORAL,Utilização de Organização Comercial para Propaganda ou Aliciamento de Eleitores,2,1,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,speech_crime
221,11528,11466,AÇÃO PENAL ELEITORAL,Dano a Equipamento Eleitoral,3,0,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2255,326,11502,RESTITUIÇÃO DE COISAS APREENDIDAS,Coação Visando a Obtenção de Voto ou a sua Abstenção,3,0,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1695,1733,15020,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Denunciação Caluniosa para Fins Eleitorais,1,2,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
606,12625,11647,DIREITO DE RESPOSTA,Eleições - Eleição Suplementar,2,1,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
519,156,12600,CUMPRIMENTO DE SENTENÇA,Candidato Eleito,3,0,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
290,11528,,AÇÃO PENAL ELEITORAL,Quadrilha ou Bando,2,1,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
285,11528,11500,AÇÃO PENAL ELEITORAL,"Prisão ou Detenção do Eleitor, Membro de Mesa Receptora, Fiscal, Delegado de Partido ou Candidato, Fora das Hipóteses Legais Permitidas",2,1,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,vote_crime
1692,1733,11437,PROCEDIMENTO INVESTIGATÓRIO CRIMINAL (PIC-MP),Crimes contra o Serviço da Justiça Eleitoral,0,3,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
3,14678,11513,ACORDO DE NÃO PERSECUÇÃO PENAL,Arregimentação de Eleitor ou Boca de Urna,0,3,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,vote_crime
1108,120,11717,MANDADO DE SEGURANÇA CÍVEL,Abuso,0,3,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,abuse
1500,241,11595,PETIÇÃO CÍVEL,Inelegibilidade,1,2,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,eligibility
587,10980,11730,CUMPRIMENTO PROVISÓRIO DE DECISÃO,Execução - De Astreintes,2,1,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,drop
581,156,11773,CUMPRIMENTO DE SENTENÇA,Propaganda Política - Propaganda Partidária,3,0,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
2556,12134,11616,TUTELA CAUTELAR ANTECEDENTE,Impugnação ao Registro de Candidatura,0,3,3,candidacy_challenge,candidacy_challenge,candidacy_challenge,candidacy,candidacy,strategic_attack,eligibility,eligibility,eligibility,eligibility
2559,12134,11605,TUTELA CAUTELAR ANTECEDENTE,Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral,2,1,3,candidacy_challenge,candidacy_challenge,candidacy_challenge,candidacy,candidacy,strategic_attack,eligibility,eligibility,eligibility,eligibility
576,156,11680,CUMPRIMENTO DE SENTENÇA,Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias,2,1,3,drop,drop,drop,drop,drop,drop,drop,drop,drop,propaganda
279,11528,3548,AÇÃO PENAL ELEITORAL,Peculato,2,1,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
245,11528,3532,AÇÃO PENAL ELEITORAL,Falsificação de documento particular,1,2,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
2488,12135,11664,TUTELA ANTECIPADA ANTECEDENTE,"Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde",0,3,3,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
2480,12135,11655,TUTELA ANTECIPADA ANTECEDENTE,Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa,2,1,3,prop_placement,prop_placement,illegal_advertisement,illegal_advertisement,illegal_advertisement,information_env,illegal_advertisement,propaganda,propaganda,propaganda
264,11528,11438,AÇÃO PENAL ELEITORAL,Inscrição fraudulenta,3,0,3,crime_other,crime_other,crime_other,crime_other,criminal,criminal,vote_crime,vote_crime,drop,drop
